cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_pdf_parse,has_pmc_xml_parse,full_text_file,url
jw1lxwyd,98a3b0606a67d829816c1d934e2d1a7196985151,PMC,Prospective evaluation of an internet-linked handheld computer critical care knowledge access system,10.1186/cc2967,PMC1065064,15566586,cc-by,"INTRODUCTION: Critical care physicians may benefit from immediate access to medical reference material. We evaluated the feasibility and potential benefits of a handheld computer based knowledge access system linking a central academic intensive care unit (ICU) to multiple community-based ICUs. METHODS: Four community hospital ICUs with 17 physicians participated in this prospective interventional study. Following training in the use of an internet-linked, updateable handheld computer knowledge access system, the physicians used the handheld devices in their clinical environment for a 12-month intervention period. Feasibility of the system was evaluated by tracking use of the handheld computer and by conducting surveys and focus group discussions. Before and after the intervention period, participants underwent simulated patient care scenarios designed to evaluate the information sources they accessed, as well as the speed and quality of their decision making. Participants generated admission orders during each scenario, which were scored by blinded evaluators. RESULTS: Ten physicians (59%) used the system regularly, predominantly for nonmedical applications (median 32.8/month, interquartile range [IQR] 28.3â126.8), with medical software accessed less often (median 9/month, IQR 3.7â13.7). Eight out of 13 physicians (62%) who completed the final scenarios chose to use the handheld computer for information access. The median time to access information on the handheld handheld computer was 19 s (IQR 15â40 s). This group exhibited a significant improvement in admission order score as compared with those who used other resources (P = 0.018). Benefits and barriers to use of this technology were identified. CONCLUSION: An updateable handheld computer system is feasible as a means of point-of-care access to medical reference material and may improve clinical decision making. However, during the study, acceptance of the system was variable. Improved training and new technology may overcome some of the barriers we identified.",2004-10-14,"Lapinsky, Stephen E; Wax, Randy; Showalter, Randy; Martinez-Motta, J Carlos; Hallett, David; Mehta, Sangeeta; Burry, Lisa; Stewart, Thomas E",Crit Care,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065064/
xiv9vxdp,467694c7a219031c9be1734c7ab3bc42bfa07590,PMC,Scanning the horizon: emerging hospital-wide technologies and their impact on critical care,10.1186/cc3046,PMC1065120,15693973,no-cc,"This commentary represents a selective survey of developments relevant to critical care. Selected themes include advances in point-of-care diagnostic testing, glucose control, novel microbiological diagnostics and infection control measures, and developments in information technology that have implications for intensive care. The latter encompasses an early example of an artificially intelligent clinical decision support mechanism, the introduction of a national health care information technology programme (UK NPfIT) and its implications, and exotic threats to patient safety due to emergent behaviour in complex information systems.",2005-01-13,"Suntharalingam, Ganesh; Cousins, Jonathan; Gattas, David; Chapman, Martin",Crit Care,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065120/
mcfmxqp2,5f04dc1178c4d83e7f673119faa173daf1d19394,PMC,"Characterization of the frameshift signal of Edr, a mammalian example of programmed â1 ribosomal frameshifting",10.1093/nar/gki299,PMC1065257,15767280,no-cc,"The ribosomal frameshifting signal of the mouse embryonal carcinoma differentiation regulated (Edr) gene represents the sole documented example of programmed â1 frameshifting in mammalian cellular genes [Shigemoto,K., Brennan,J., Walls,E,. Watson,C.J., Stott,D., Rigby,P.W. and Reith,A.D. (2001), Nucleic Acids Res., 29, 4079â4088]. Here, we have employed site-directed mutagenesis and RNA structure probing to characterize the Edr signal. We began by confirming the functionality and magnitude of the signal and the role of a GGGAAAC motif as the slippery sequence. Subsequently, we derived a model of the Edr stimulatory RNA and assessed its similarity to those stimulatory RNAs found at viral frameshift sites. We found that the structure is an RNA pseudoknot possessing features typical of retroviral frameshifter pseudoknots. From these experiments, we conclude that the Edr signal and by inference, the human orthologue PEG10, do not represent a novel âcellular classâ of programmed â1 ribosomal frameshift signal, but rather are similar to viral examples, albeit with some interesting features. The similarity to viral frameshift signals may complicate the design of antiviral therapies that target the frameshift process.",2005-03-14,"Manktelow, Emily; Shigemoto, Kazuhiro; Brierley, Ian",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1065257/
snqdma0s,93c6eef32a1a511ee989a259eab0e12174dc6859,PMC,Correcting errors in synthetic DNA through consensus shuffling,10.1093/nar/gni053,PMC1072806,15800206,no-cc,"Although efficient methods exist to assemble synthetic oligonucleotides into genes and genomes, these suffer from the presence of 1â3 random errors/kb of DNA. Here, we introduce a new method termed consensus shuffling and demonstrate its use to significantly reduce random errors in synthetic DNA. In this method, errors are revealed as mismatches by re-hybridization of the population. The DNA is fragmented, and mismatched fragments are removed upon binding to an immobilized mismatch binding protein (MutS). PCR assembly of the remaining fragments yields a new population of full-length sequences enriched for the consensus sequence of the input population. We show that two iterations of consensus shuffling improved a population of synthetic green fluorescent protein (GFPuv) clones from â¼60 to >90% fluorescent, and decreased errors 3.5- to 4.3-fold to final values of â¼1 error per 3500 bp. In addition, two iterations of consensus shuffling corrected a population of GFPuv clones where all members were non-functional, to a population where 82% of clones were fluorescent. Consensus shuffling should facilitate the rapid and accurate synthesis of long DNA sequences.",2005-03-30,"Binkowski, Brock F.; Richmond, Kathryn E.; Kaysen, James; Sussman, Michael R.; Belshaw, Peter J.",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1072806/
402ls2aq,5ae641a5bf24b53a895f5f2f04254cc00e909c08,PMC,Species-independent detection of RNA virus by representational difference analysis using non-ribosomal hexanucleotides for reverse transcription,10.1093/nar/gni064,PMC1074749,15817564,no-cc,"A method for the isolation of genomic fragments of RNA virus based on cDNA representational difference analysis (cDNA RDA) was developed. cDNA RDA has been applied for the subtraction of poly(A)(+) RNAs but not for poly(A)(â) RNAs, such as RNA virus genomes, owing to the vast quantity of ribosomal RNAs. We constructed primers for inefficient reverse transcription of ribosomal sequences based on the distribution analysis of hexanucleotide patterns in ribosomal RNA. The analysis revealed that distributions of hexanucleotide patterns in ribosomal RNA and virus genome were different. We constructed 96 hexanucleotides (non-ribosomal hexanucleotides) and used them as mixed primers for reverse transcription of cDNA RDA. A synchronous analysis of hexanucleotide patterns in known viral sequences showed that all the known genomic-size viral sequences include non-ribosomal hexanucleotides. In a model experiment, when non-ribosomal hexanucleotides were used as primers, in vitro transcribed plasmid RNA was efficiently reverse transcribed when compared with ribosomal RNA of rat cells. Using non-ribosomal primers, the cDNA fragments of severe acute respiratory syndrome coronavirus and bovine parainfluenza virus 3 were efficiently amplified by subtracting the cDNA amplicons derived from uninfected cells from those that were derived from virus-infected cells. The results suggest that cDNA RDA with non-ribosomal primers can be used for species-independent detection of viruses, including new viruses.",2005-04-07,"Endoh, Daiji; Mizutani, Tetsuya; Kirisawa, Rikio; Maki, Yoshiyuki; Saito, Hidetoshi; Kon, Yasuhiro; Morikawa, Shigeru; Hayashi, Masanobu",Nucleic Acids Res,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1074749/
4mnaicki,d617306cda56236d02117ae7a5fc5e7fcd015554,PMC,Subversion of Cellular Autophagosomal Machinery by RNA Viruses,10.1371/journal.pbio.0030156,PMC1084330,15884975,cc-by,"Infection of human cells with poliovirus induces the proliferation of double-membraned cytoplasmic vesicles whose surfaces are used as the sites of viral RNA replication and whose origin is unknown. Here, we show that several hallmarks of cellular autophagosomes can be identified in poliovirus-induced vesicles, including colocalization of LAMP1 and LC3, the human homolog of Saccharomyces cerevisiae Atg8p, and staining with the fluorophore monodansylcadaverine followed by fixation. Colocalization of LC3 and LAMP1 was observed early in the poliovirus replicative cycle, in cells infected with rhinoviruses 2 and 14, and in cells that express poliovirus proteins 2BC and 3A, known to be sufficient to induce double-membraned vesicles. Stimulation of autophagy increased poliovirus yield, and inhibition of the autophagosomal pathway by 3-methyladenine or by RNA interference against mRNAs that encode two different proteins known to be required for autophagy decreased poliovirus yield. We propose that, for poliovirus and rhinovirus, components of the cellular machinery of autophagosome formation are subverted to promote viral replication. Although autophagy can serve in the innate immune response to microorganisms, our findings are inconsistent with a role for the induced autophagosome-like structures in clearance of poliovirus. Instead, we argue that these double-membraned structures provide membranous supports for viral RNA replication complexes, possibly enabling the nonlytic release of cytoplasmic contents, including progeny virions, from infected cells.",2005-04-26,"Jackson, William T; Giddings, Thomas H; Taylor, Matthew P; Mulinyawe, Sara; Rabinovitch, Marlene; Kopito, Ron R; Kirkegaard, Karla",PLoS Biol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1084330/
ztkjm79p,d619c3ceec4db4f3f350c3d5fb3842bd83f04a80,PMC,The immediate effects of the severe acute respiratory syndrome (SARS) epidemic on childbirth in Taiwan,10.1186/1471-2458-5-30,PMC1084353,15804368,cc-by,"BACKGROUND: When an emerging infectious disease like severe acute respiratory syndrome (SARS) strikes suddenly, many wonder the public's overwhelming fears of SARS may deterred patients from seeking routine care from hospitals and/or interrupt patient's continuity of care. In this study, we sought to estimate the influence of pregnant women's fears of severe acute respiratory syndrome (SARS) on their choice of provider, mode of childbirth, and length of stay (LOS) for the delivery during and after the SARS epidemic in Taiwan. METHODS: The National Health Insurance data from January 01, 2002 to December 31, 2003 were used. A population-based descriptive analysis was conducted to assess the changes in volume, market share, cesarean rate, and average LOS for each of the 4 provider levels, before, during and after the SARS epidemic. RESULTS: Compared to the pre-SARS period, medical centers and regional hospitals dropped 5.2% and 4.1% in market share for childbirth services during the peak SARS period, while district hospitals and clinics increased 2.1% and 7.1%, respectively. For changes in cesarean rates, only a significantly larger increase was observed in medical centers (2.2%) during the peak SARS period. In terms of LOS, significant reductions in average LOS were observed in all hospital levels except for clinics. Average LOS was shortened by 0.21 days in medical centers (5.6%), 0.21 days in regional hospitals (5.8%), and 0.13 days in district hospitals (3.8%). CONCLUSION: The large amount of patients shifting from the maternity wards of more advanced hospitals to those of less advanced hospitals, coupled with the substantial reduction in their length of maternity stay due to their fears of SARS could also lead to serious concerns for quality of care, especially regarding a patient's accessibility to quality providers and continuity of care.",2005-04-04,"Lee, Cheng-Hua; Huang, Nicole; Chang, Hong-Jen; Hsu, Yea-Jen; Wang, Mei-Chu; Chou, Yiing-Jenq",BMC Public Health,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1084353/
0fitbwuv,d0c6b0c2d387baae89eb2898969913218b3bedff,PMC,Molecular advances in the cell biology of SARS-CoV and current disease prevention strategies,10.1186/1743-422x-2-35,PMC1087510,15833113,cc-by,"In the aftermath of the SARS epidemic, there has been significant progress in understanding the molecular and cell biology of SARS-CoV. Some of the milestones are the availability of viral genome sequence, identification of the viral receptor, development of an infectious cDNA clone, and the identification of viral antigens that elicit neutralizing antibodies. However, there is still a large gap in our understanding of how SARS-CoV interacts with the host cell and the rapidly changing viral genome adds another variable to this equation. Now the SARS-CoV story has entered a new phase, a search for preventive strategies and a cure for the disease. This review highlights the progress made in identifying molecular aspects of SARS-CoV biology that is relevant in developing disease prevention strategies. Authors conclude that development of successful SARS-CoV vaccines and antivirals depends on the progress we make in these areas in the immediate future.",2005-04-15,"Stark, Caren J; Atreya, CD",Virol J,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1087510/
oad4l4fa,e6184d2db86268ba31e49b03a5aab475d5ce5ca6,PMC,Individual sequences in large sets of gene sequences may be distinguished efficiently by combinations of shared sub-sequences,10.1186/1471-2105-6-90,PMC1090557,15817134,cc-by,"BACKGROUND: Most current DNA diagnostic tests for identifying organisms use specific oligonucleotide probes that are complementary in sequence to, and hence only hybridise with the DNA of one target species. By contrast, in traditional taxonomy, specimens are usually identified by 'dichotomous keys' that use combinations of characters shared by different members of the target set. Using one specific character for each target is the least efficient strategy for identification. Using combinations of shared bisectionally-distributed characters is much more efficient, and this strategy is most efficient when they separate the targets in a progressively binary way. RESULTS: We have developed a practical method for finding minimal sets of sub-sequences that identify individual sequences, and could be targeted by combinations of probes, so that the efficient strategy of traditional taxonomic identification could be used in DNA diagnosis. The sizes of minimal sub-sequence sets depended mostly on sequence diversity and sub-sequence length and interactions between these parameters. We found that 201 distinct cytochrome oxidase subunit-1 (CO1) genes from moths (Lepidoptera) were distinguished using only 15 sub-sequences 20 nucleotides long, whereas only 8â10 sub-sequences 6â10 nucleotides long were required to distinguish the CO1 genes of 92 species from the 9 largest orders of insects. CONCLUSION: The presence/absence of sub-sequences in a set of gene sequences can be used like the questions in a traditional dichotomous taxonomic key; hybridisation probes complementary to such sub-sequences should provide a very efficient means for identifying individual species, subtypes or genotypes. Sequence diversity and sub-sequence length are the major factors that determine the numbers of distinguishing sub-sequences in any set of sequences.",2005-04-08,"Gibbs, Mark J; Armstrong, John S; Gibbs, Adrian J",BMC Bioinformatics,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090557/
6vcts4w3,c6008b68c8b16e3a6a48a2cb892bac5c9353df86,PMC,Absence of association between angiotensin converting enzyme polymorphism and development of adult respiratory distress syndrome in patients with severe acute respiratory syndrome: a case control study,10.1186/1471-2334-5-26,PMC1090578,15819995,cc-by,"BACKGROUND: It has been postulated that genetic predisposition may influence the susceptibility to SARS-coronavirus infection and disease outcomes. A recent study has suggested that the deletion allele (D allele) of the angiotensin converting enzyme (ACE) gene is associated with hypoxemia in SARS patients. Moreover, the ACE D allele has been shown to be more prevalent in patients suffering from adult respiratory distress syndrome (ARDS) in a previous study. Thus, we have investigated the association between ACE insertion/deletion (I/D) polymorphism and the progression to ARDS or requirement of intensive care in SARS patients. METHOD: One hundred and forty genetically unrelated Chinese SARS patients and 326 healthy volunteers were recruited. The ACE I/D genotypes were determined by polymerase chain reaction and agarose gel electrophoresis. RESULTS: There is no significant difference in the genotypic distributions and the allelic frequencies of the ACE I/D polymorphism between the SARS patients and the healthy control subjects. Moreover, there is also no evidence that ACE I/D polymorphism is associated with the progression to ARDS or the requirement of intensive care in the SARS patients. In multivariate logistic analysis, age is the only factor associated with the development of ARDS while age and male sex are independent factors associated with the requirement of intensive care. CONCLUSION: The ACE I/D polymorphism is not directly related to increased susceptibility to SARS-coronavirus infection and is not associated with poor outcomes after SARS-coronavirus infection.",2005-04-09,"Chan, KC Allen; Tang, Nelson LS; Hui, David SC; Chung, Grace TY; Wu, Alan KL; Chim, Stephen SC; Chiu, Rossa WK; Lee, Nelson; Choi, KW; Sung, YM; Chan, Paul KS; Tong, YK; Lai, ST; Yu, WC; Tsang, Owen; Lo, YM Dennis",BMC Infect Dis,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1090578/
a22s8xyz,6f07f87e8ef78f0416556e69c88247e588f9192c,PMC,A Three-Stemmed mRNA Pseudoknot in the SARS Coronavirus Frameshift Signal,10.1371/journal.pbio.0030172,PMC1110908,15884978,cc-by,"A wide range of RNA viruses use programmed â1 ribosomal frameshifting for the production of viral fusion proteins. Inspection of the overlap regions between ORF1a and ORF1b of the SARS-CoV genome revealed that, similar to all coronaviruses, a programmed â1 ribosomal frameshift could be used by the virus to produce a fusion protein. Computational analyses of the frameshift signal predicted the presence of an mRNA pseudoknot containing three double-stranded RNA stem structures rather than two. Phylogenetic analyses showed the conservation of potential three-stemmed pseudoknots in the frameshift signals of all other coronaviruses in the GenBank database. Though the presence of the three-stemmed structure is supported by nuclease mapping and two-dimensional nuclear magnetic resonance studies, our findings suggest that interactions between the stem structures may result in local distortions in the A-form RNA. These distortions are particularly evident in the vicinity of predicted A-bulges in stems 2 and 3. In vitro and in vivo frameshifting assays showed that the SARS-CoV frameshift signal is functionally similar to other viral frameshift signals: it promotes efficient frameshifting in all of the standard assay systems, and it is sensitive to a drug and a genetic mutation that are known to affect frameshifting efficiency of a yeast virus. Mutagenesis studies reveal that both the specific sequences and structures of stems 2 and 3 are important for efficient frameshifting. We have identified a new RNA structural motif that is capable of promoting efficient programmed ribosomal frameshifting. The high degree of conservation of three-stemmed mRNA pseudoknot structures among the coronaviruses suggests that this presents a novel target for antiviral therapeutics.",2005-05-17,"Plant, Ewan P; PÃ©rez-Alvarado, Gabriela C; Jacobs, Jonathan L; Mukhopadhyay, Bani; Hennig, Mirko; Dinman, Jonathan D",PLoS Biol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1110908/
azkamnpa,9ffde004c991e9cf3c63e9143946a64ffaa9ee2a,PMC,The Microbial Rosetta Stone Database: A compilation of global and emerging infectious microorganisms and bioterrorist threat agents,10.1186/1471-2180-5-19,PMC1127111,15850481,cc-by,"BACKGROUND: Thousands of different microorganisms affect the health, safety, and economic stability of populations. Many different medical and governmental organizations have created lists of the pathogenic microorganisms relevant to their missions; however, the nomenclature for biological agents on these lists and pathogens described in the literature is inexact. This ambiguity can be a significant block to effective communication among the diverse communities that must deal with epidemics or bioterrorist attacks. RESULTS: We have developed a database known as the Microbial Rosetta Stone. The database relates microorganism names, taxonomic classifications, diseases, specific detection and treatment protocols, and relevant literature. The database structure facilitates linkage to public genomic databases. This paper focuses on the information in the database for pathogens that impact global public health, emerging infectious organisms, and bioterrorist threat agents. CONCLUSION: The Microbial Rosetta Stone is available at . The database provides public access to up-to-date taxonomic classifications of organisms that cause human diseases, improves the consistency of nomenclature in disease reporting, and provides useful links between different public genomic and public health databases.",2005-04-25,"Ecker, David J; Sampath, Rangarajan; Willett, Paul; Wyatt, Jacqueline R; Samant, Vivek; Massire, Christian; Hall, Thomas A; Hari, Kumar; McNeil, John A; BÃ¼chen-Osmond, Cornelia; Budowle, Bruce",BMC Microbiol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1127111/
r8j6lhoc,c6c8b82bc5a800425b075540eff41b0af719f80f,PMC,HIV Epidemiology in Africa: Weak Variables and Tendentiousness Generate Wobbly Conclusions,10.1371/journal.pmed.0020137,PMC1140948,15916469,cc-by,,2005-05-31,"Brody, Stuart; Potterat, John J",PLoS Med,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1140948/
0svscbpu,7000185289991946d912ac5f4b9451cce4d228a2,PMC,"Inhibition of SARS-CoV 3C-like Protease Activity by Theaflavin-3,3â²-digallate (TF3)",10.1093/ecam/neh081,PMC1142193,15937562,no-cc,"SARS-CoV is the causative agent of severe acute respiratory syndrome (SARS). The virally encoded 3C-like protease (3CL(Pro)) has been presumed critical for the viral replication of SARS-CoV in infected host cells. In this study, we screened a natural product library consisting of 720 compounds for inhibitory activity against 3CL(Pro). Two compounds in the library were found to be inhibitive: tannic acid (IC(50) = 3 ÂµM) and 3-isotheaflavin-3-gallate (TF2B) (IC(50) = 7 ÂµM). These two compounds belong to a group of natural polyphenols found in tea. We further investigated the 3CL(Pro)-inhibitory activity of extracts from several different types of teas, including green tea, oolong tea, Puer tea and black tea. Our results indicated that extracts from Puer and black tea were more potent than that from green or oolong teas in their inhibitory activities against 3CL(Pro). Several other known compositions in teas were also evaluated for their activities in inhibiting 3CL(Pro). We found that caffeine, (â)-epigallocatechin gallte (EGCg), epicatechin (EC), theophylline (TP), catechin (C), epicatechin gallate (ECg) and epigallocatechin (EGC) did not inhibit 3CL(Pro) activity. Only theaflavin-3,3â²-digallate (TF3) was found to be a 3CL(Pro) inhibitor. This study has resulted in the identification of new compounds that are effective 3CL(Pro) inhibitors.",2005-04-07,"Chen, Chia-Nan; Lin, Coney P. C.; Huang, Kuo-Kuei; Chen, Wei-Cheng; Hsieh, Hsin-Pang; Liang, Po-Huang; Hsu, John T.-A.",Evid Based Complement Alternat Med,,,True,True,custom_license,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1142193/
0brhn8oc,914c8d326beaccabd37199a9903b27fa7f9b0586,PMC,Pseudoknots: RNA Structures with Diverse Functions,10.1371/journal.pbio.0030213,PMC1149493,15941360,cc-by,"Just as proteins form distinct structural motifs, certain structures are commonly adopted by RNA molecules. Amongst the most prevalent is the RNA pseudoknot.",2005-06-14,"Staple, David W; Butcher, Samuel E",PLoS Biol,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1149493/
tv1fx7sy,198ed53d956a2707716d175cc6516bb720f52d82,PMC,Integration of the Gene Ontology into an object-oriented architecture,10.1186/1471-2105-6-113,PMC1156866,15885145,cc-by,"BACKGROUND: To standardize gene product descriptions, a formal vocabulary defined as the Gene Ontology (GO) has been developed. GO terms have been categorized into biological processes, molecular functions, and cellular components. However, there is no single representation that integrates all the terms into one cohesive model. Furthermore, GO definitions have little information explaining the underlying architecture that forms these terms, such as the dynamic and static events occurring in a process. In contrast, object-oriented models have been developed to show dynamic and static events. A portion of the TGF-beta signaling pathway, which is involved in numerous cellular events including cancer, differentiation and development, was used to demonstrate the feasibility of integrating the Gene Ontology into an object-oriented model. RESULTS: Using object-oriented models we have captured the static and dynamic events that occur during a representative GO process, ""transforming growth factor-beta (TGF-beta) receptor complex assembly"" (GO:0007181). CONCLUSION: We demonstrate that the utility of GO terms can be enhanced by object-oriented technology, and that the GO terms can be integrated into an object-oriented model by serving as a basis for the generation of object functions and attributes.",2005-05-10,"Shegogue, Daniel; Zheng, W Jim",BMC Bioinformatics,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1156866/
ckby80vf,68b905ee32b8aad54ae9006fc7aab007c63e9895,PMC,Software for optimization of SNP and PCR-RFLP genotyping to discriminate many genomes with the fewest assays,10.1186/1471-2164-6-73,PMC1156889,15904493,cc-by,"BACKGROUND: Microbial forensics is important in tracking the source of a pathogen, whether the disease is a naturally occurring outbreak or part of a criminal investigation. RESULTS: A method and SPR Opt (SNP and PCR-RFLP Optimization) software to perform a comprehensive, whole-genome analysis to forensically discriminate multiple sequences is presented. Tools for the optimization of forensic typing using Single Nucleotide Polymorphism (SNP) and PCR-Restriction Fragment Length Polymorphism (PCR-RFLP) analyses across multiple isolate sequences of a species are described. The PCR-RFLP analysis includes prediction and selection of optimal primers and restriction enzymes to enable maximum isolate discrimination based on sequence information. SPR Opt calculates all SNP or PCR-RFLP variations present in the sequences, groups them into haplotypes according to their co-segregation across those sequences, and performs combinatoric analyses to determine which sets of haplotypes provide maximal discrimination among all the input sequences. Those set combinations requiring that membership in the fewest haplotypes be queried (i.e. the fewest assays be performed) are found. These analyses highlight variable regions based on existing sequence data. These markers may be heterogeneous among unsequenced isolates as well, and thus may be useful for characterizing the relationships among unsequenced as well as sequenced isolates. The predictions are multi-locus. Analyses of mumps and SARS viruses are summarized. Phylogenetic trees created based on SNPs, PCR-RFLPs, and full genomes are compared for SARS virus, illustrating that purported phylogenies based only on SNP or PCR-RFLP variations do not match those based on multiple sequence alignment of the full genomes. CONCLUSION: This is the first software to optimize the selection of forensic markers to maximize information gained from the fewest assays, accepting whole or partial genome sequence data as input. As more sequence data becomes available for multiple strains and isolates of a species, automated, computational approaches such as those described here will be essential to make sense of large amounts of information, and to guide and optimize efforts in the laboratory. The software and source code for SPR Opt is publicly available and free for non-profit use at .",2005-05-16,"Gardner, Shea N; Wagner, Mark C",BMC Genomics,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1156889/
jz61fxpn,77aae7c898acfb4ff723de2af7928a38b169878a,PMC,CXCR2 is critical for dsRNA-induced lung injury: relevance to viral lung infection,10.1186/1476-9255-2-4,PMC1156932,15921526,cc-by,"BACKGROUND: Respiratory viral infections are characterized by the infiltration of leukocytes, including activated neutrophils into the lung that can lead to sustained lung injury and potentially contribute to chronic lung disease. Specific mechanisms recruiting neutrophils to the lung during virus-induced lung inflammation and injury have not been fully elucidated. Since CXCL1 and CXCL2/3, acting through CXCR2, are potent neutrophil chemoattractants, we investigated their role in dsRNA-induced lung injury, where dsRNA (Poly IC) is a well-described synthetic agent mimicking acute viral infection. METHODS: We used 6â8 week old female BALB/c mice to intratracheally inject either single-stranded (ssRNA) or double-stranded RNA (dsRNA) into the airways. The lungs were then harvested at designated timepoints to characterize the elicited chemokine response and resultant lung injury following dsRNA exposure as demonstrated qualititatively by histopathologic analysis, and quantitatively by FACS, protein, and mRNA analysis of BAL fluid and tissue samples. We then repeated the experiments by first pretreating mice with an anti-PMN or corresponding control antibody, and then subsequently pretreating a separate cohort of mice with an anti-CXCR2 or corresponding control antibody prior to dsRNA exposure. RESULTS: Intratracheal dsRNA led to significant increases in neutrophil infiltration and lung injury in BALB/c mice at 72 h following dsRNA, but not in response to ssRNA (Poly C; control) treatment. Expression of CXCR2 ligands and CXCR2 paralleled neutrophil recruitment to the lung. Neutrophil depletion studies significantly reduced neutrophil infiltration and lung injury in response to dsRNA when mice were pretreated with an anti-PMN monoclonal Ab. Furthermore, inhibition of CXCR2 ligands/CXCR2 interaction by pretreating dsRNA-exposed mice with an anti-CXCR2 neutralizing Ab also significantly attenuated neutrophil sequestration and lung injury. CONCLUSION: These findings demonstrate that CXC chemokine ligand/CXCR2 biological axis is critical during the pathogenesis of dsRNA-induced lung injury relevant to acute viral infections.",2005-05-28,"Londhe, Vedang A; Belperio, John A; Keane, Michael P; Burdick, Marie D; Xue, Ying Ying; Strieter, Robert M",J Inflamm (Lond),,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1156932/
ln8ddyuj,4ae8479c3cef7cc97b7edb7cb3e9f86ec51d140e,PMC,Persistence of lung inflammation and lung cytokines with high-resolution CT abnormalities during recovery from SARS,10.1186/1465-9921-6-42,PMC1156954,15888207,cc-by,"BACKGROUND: During the acute phase of severe acute respiratory syndrome (SARS), mononuclear cells infiltration, alveolar cell desquamation and hyaline membrane formation have been described, together with dysregulation of plasma cytokine levels. Persistent high-resolution computed tomography (HRCT) abnormalities occur in SARS patients up to 40 days after recovery. METHODS: To determine further the time course of recovery of lung inflammation, we investigated the HRCT and inflammatory profiles, and coronavirus persistence in bronchoalveolar lavage fluid (BALF) of 12 patients at recovery at 60 and 90 days. RESULTS: At 60 days, compared to normal controls, SARS patients had increased cellularity of BALF with increased alveolar macrophages (AM) and CD8 cells. HRCT scores were increased and correlated with T-cell numbers and their subpopulations, and inversely with CD4/CD8 ratio. TNF-Î±, IL-6, IL-8, RANTES and MCP-1 levels were increased. Viral particles in AM were detected by electron microscopy in 7 of 12 SARS patients with high HRCT score. On day 90, HRCT scores improved significantly in 10 of 12 patients, with normalization of BALF cell counts in 6 of 12 patients with repeat bronchoscopy. Pulse steroid therapy and prolonged fever were two independent factors associated with delayed resolution of pneumonitis, in this non-randomized, retrospective analysis. CONCLUSION: Resolution of pneumonitis is delayed in some patients during SARS recovery and may be associated with delayed clearance of coronavirus, Complete resolution may occur by 90 days or later.",2005-05-11,"Wang, Chun-Hua; Liu, Chien-Ying; Wan, Yung-Liang; Chou, Chun-Liang; Huang, Kuo-Hsiung; Lin, Horng-Chyuan; Lin, Shu-Min; Lin, Tzou-Yien; Chung, Kian Fan; Kuo, Han-Pin",Respir Res,,,True,True,comm_use_subset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1156954/
